url;service;location;distance_km;travel_fee_kgs;price_min_kgs;price_max_kgs
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-semeonovka/";"Срочный вызов электрика";"Семёновка";"38";"500";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-grigorievka/";"Срочный вызов электрика";"Григорьевка";"42";"500";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-barskoon/";"Срочный вызов электрика";"Барскоон";"52";"600";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-tepke/";"Срочный вызов электрика";"Тепке";"55";"600";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-ichke-dzhergez/";"Срочный вызов электрика";"Ичке-Джергез";"58";"600";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-ak-suu/";"Срочный вызов электрика";"Ак-Суу (Теплоключенка)";"60";"600";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-zhergez/";"Срочный вызов электрика";"Жергез";"63";"600";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-kyzyl-suu/";"Срочный вызов электрика";"Кызыл-Суу";"66";"800";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-balykchy/";"Срочный вызов электрика";"Балыкчы";"72";"800";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/srochnyy-vyzov-elektrika-v-karakol/";"Срочный вызов электрика";"Каракол";"95";"1000";"575";"1150"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-baktuu-dolonotu/";"Подключение бойлера (водонагревателя)";"Бактуу-Долоноту";"6";"200";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-bosteri/";"Подключение бойлера (водонагревателя)";"Бостери";"8";"200";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-kara-oy/";"Подключение бойлера (водонагревателя)";"Кара-Ой";"12";"200";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-sary-oy/";"Подключение бойлера (водонагревателя)";"Сары-Ой";"14";"200";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-temirovka/";"Подключение бойлера (водонагревателя)";"Темировка";"15";"300";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-tamchy/";"Подключение бойлера (водонагревателя)";"Тамчы";"16";"300";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-baetovka/";"Подключение бойлера (водонагревателя)";"Баетовка";"17";"300";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-chok-tal/";"Подключение бойлера (водонагревателя)";"Чок-Тал";"18";"300";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-zharkynbaevo/";"Подключение бойлера (водонагревателя)";"Жаркынбаево";"19";"300";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-bulan-segettu/";"Подключение бойлера (водонагревателя)";"Булан-Сегетту";"20";"300";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-chet-baysoorun/";"Подключение бойлера (водонагревателя)";"Чет-Байсоорун";"21";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-oy-terek/";"Подключение бойлера (водонагревателя)";"Ой-Терек";"22";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-kyzyl-oryuk/";"Подключение бойлера (водонагревателя)";"Кызыл-Орюк";"23";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-karool-debe/";"Подключение бойлера (водонагревателя)";"Кароол-Дёбё";"24";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-kosh-kel/";"Подключение бойлера (водонагревателя)";"Кош-Кёль";"24";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-kok-debe/";"Подключение бойлера (водонагревателя)";"Кёк-Дёбё";"25";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-korumdu/";"Подключение бойлера (водонагревателя)";"Корумду";"25";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-kashat/";"Подключение бойлера (водонагревателя)";"Кашат";"26";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-grigorievskaya-pristan/";"Подключение бойлера (водонагревателя)";"Григорьевская пристань";"28";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-toru-aygyr/";"Подключение бойлера (водонагревателя)";"Тору-Айгыр";"28";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-kodzhoyar/";"Подключение бойлера (водонагревателя)";"Коджояр";"29";"400";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-ananevo/";"Подключение бойлера (водонагревателя)";"Ананьево";"33";"500";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-semeonovka/";"Подключение бойлера (водонагревателя)";"Семёновка";"38";"500";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-grigorievka/";"Подключение бойлера (водонагревателя)";"Григорьевка";"42";"500";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-barskoon/";"Подключение бойлера (водонагревателя)";"Барскоон";"52";"600";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-tepke/";"Подключение бойлера (водонагревателя)";"Тепке";"55";"600";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-ichke-dzhergez/";"Подключение бойлера (водонагревателя)";"Ичке-Джергез";"58";"600";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-ak-suu/";"Подключение бойлера (водонагревателя)";"Ак-Суу (Теплоключенка)";"60";"600";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-zhergez/";"Подключение бойлера (водонагревателя)";"Жергез";"63";"600";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-kyzyl-suu/";"Подключение бойлера (водонагревателя)";"Кызыл-Суу";"66";"800";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-balykchy/";"Подключение бойлера (водонагревателя)";"Балыкчы";"72";"800";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/podklyuchenie-boylera-v-karakol/";"Подключение бойлера (водонагревателя)";"Каракол";"95";"1000";"1000";"2300"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-baktuu-dolonotu/";"Электрика гостиницы и пансионата";"Бактуу-Долоноту";"6";"200";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-bosteri/";"Электрика гостиницы и пансионата";"Бостери";"8";"200";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-kara-oy/";"Электрика гостиницы и пансионата";"Кара-Ой";"12";"200";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-sary-oy/";"Электрика гостиницы и пансионата";"Сары-Ой";"14";"200";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-temirovka/";"Электрика гостиницы и пансионата";"Темировка";"15";"300";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-tamchy/";"Электрика гостиницы и пансионата";"Тамчы";"16";"300";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-baetovka/";"Электрика гостиницы и пансионата";"Баетовка";"17";"300";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-chok-tal/";"Электрика гостиницы и пансионата";"Чок-Тал";"18";"300";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-zharkynbaevo/";"Электрика гостиницы и пансионата";"Жаркынбаево";"19";"300";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-bulan-segettu/";"Электрика гостиницы и пансионата";"Булан-Сегетту";"20";"300";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-chet-baysoorun/";"Электрика гостиницы и пансионата";"Чет-Байсоорун";"21";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-oy-terek/";"Электрика гостиницы и пансионата";"Ой-Терек";"22";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-kyzyl-oryuk/";"Электрика гостиницы и пансионата";"Кызыл-Орюк";"23";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-karool-debe/";"Электрика гостиницы и пансионата";"Кароол-Дёбё";"24";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-kosh-kel/";"Электрика гостиницы и пансионата";"Кош-Кёль";"24";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-kok-debe/";"Электрика гостиницы и пансионата";"Кёк-Дёбё";"25";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-korumdu/";"Электрика гостиницы и пансионата";"Корумду";"25";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-kashat/";"Электрика гостиницы и пансионата";"Кашат";"26";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-grigorievskaya-pristan/";"Электрика гостиницы и пансионата";"Григорьевская пристань";"28";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-toru-aygyr/";"Электрика гостиницы и пансионата";"Тору-Айгыр";"28";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-kodzhoyar/";"Электрика гостиницы и пансионата";"Коджояр";"29";"400";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-ananevo/";"Электрика гостиницы и пансионата";"Ананьево";"33";"500";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-semeonovka/";"Электрика гостиницы и пансионата";"Семёновка";"38";"500";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-grigorievka/";"Электрика гостиницы и пансионата";"Григорьевка";"42";"500";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-barskoon/";"Электрика гостиницы и пансионата";"Барскоон";"52";"600";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-tepke/";"Электрика гостиницы и пансионата";"Тепке";"55";"600";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-ichke-dzhergez/";"Электрика гостиницы и пансионата";"Ичке-Джергез";"58";"600";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-ak-suu/";"Электрика гостиницы и пансионата";"Ак-Суу (Теплоключенка)";"60";"600";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-zhergez/";"Электрика гостиницы и пансионата";"Жергез";"63";"600";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-kyzyl-suu/";"Электрика гостиницы и пансионата";"Кызыл-Суу";"66";"800";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-balykchy/";"Электрика гостиницы и пансионата";"Балыкчы";"72";"800";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/elektrika-gostinica-pansionat-v-karakol/";"Электрика гостиницы и пансионата";"Каракол";"95";"1000";"580";"1440"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-baktuu-dolonotu/";"Установка люстры";"Бактуу-Долоноту";"6";"200";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-bosteri/";"Установка люстры";"Бостери";"8";"200";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-kara-oy/";"Установка люстры";"Кара-Ой";"12";"200";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-sary-oy/";"Установка люстры";"Сары-Ой";"14";"200";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-temirovka/";"Установка люстры";"Темировка";"15";"300";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-tamchy/";"Установка люстры";"Тамчы";"16";"300";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-baetovka/";"Установка люстры";"Баетовка";"17";"300";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-chok-tal/";"Установка люстры";"Чок-Тал";"18";"300";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-zharkynbaevo/";"Установка люстры";"Жаркынбаево";"19";"300";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-bulan-segettu/";"Установка люстры";"Булан-Сегетту";"20";"300";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-chet-baysoorun/";"Установка люстры";"Чет-Байсоорун";"21";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-oy-terek/";"Установка люстры";"Ой-Терек";"22";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-kyzyl-oryuk/";"Установка люстры";"Кызыл-Орюк";"23";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-karool-debe/";"Установка люстры";"Кароол-Дёбё";"24";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-kosh-kel/";"Установка люстры";"Кош-Кёль";"24";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-kok-debe/";"Установка люстры";"Кёк-Дёбё";"25";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-korumdu/";"Установка люстры";"Корумду";"25";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-kashat/";"Установка люстры";"Кашат";"26";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-grigorievskaya-pristan/";"Установка люстры";"Григорьевская пристань";"28";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-toru-aygyr/";"Установка люстры";"Тору-Айгыр";"28";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-kodzhoyar/";"Установка люстры";"Коджояр";"29";"400";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-ananevo/";"Установка люстры";"Ананьево";"33";"500";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-semeonovka/";"Установка люстры";"Семёновка";"38";"500";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-grigorievka/";"Установка люстры";"Григорьевка";"42";"500";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-barskoon/";"Установка люстры";"Барскоон";"52";"600";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-tepke/";"Установка люстры";"Тепке";"55";"600";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-ichke-dzhergez/";"Установка люстры";"Ичке-Джергез";"58";"600";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-ak-suu/";"Установка люстры";"Ак-Суу (Теплоключенка)";"60";"600";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-zhergez/";"Установка люстры";"Жергез";"63";"600";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-kyzyl-suu/";"Установка люстры";"Кызыл-Суу";"66";"800";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-balykchy/";"Установка люстры";"Балыкчы";"72";"800";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/ustanovka-lyustry-v-karakol/";"Установка люстры";"Каракол";"95";"1000";"700";"1700"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-baktuu-dolonotu/";"Замена проводки в частном доме";"Бактуу-Долоноту";"6";"200";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-bosteri/";"Замена проводки в частном доме";"Бостери";"8";"200";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-kara-oy/";"Замена проводки в частном доме";"Кара-Ой";"12";"200";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-sary-oy/";"Замена проводки в частном доме";"Сары-Ой";"14";"200";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-temirovka/";"Замена проводки в частном доме";"Темировка";"15";"300";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-tamchy/";"Замена проводки в частном доме";"Тамчы";"16";"300";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-baetovka/";"Замена проводки в частном доме";"Баетовка";"17";"300";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-chok-tal/";"Замена проводки в частном доме";"Чок-Тал";"18";"300";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-zharkynbaevo/";"Замена проводки в частном доме";"Жаркынбаево";"19";"300";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-bulan-segettu/";"Замена проводки в частном доме";"Булан-Сегетту";"20";"300";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-chet-baysoorun/";"Замена проводки в частном доме";"Чет-Байсоорун";"21";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-oy-terek/";"Замена проводки в частном доме";"Ой-Терек";"22";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-kyzyl-oryuk/";"Замена проводки в частном доме";"Кызыл-Орюк";"23";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-karool-debe/";"Замена проводки в частном доме";"Кароол-Дёбё";"24";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-kosh-kel/";"Замена проводки в частном доме";"Кош-Кёль";"24";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-kok-debe/";"Замена проводки в частном доме";"Кёк-Дёбё";"25";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-korumdu/";"Замена проводки в частном доме";"Корумду";"25";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-kashat/";"Замена проводки в частном доме";"Кашат";"26";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-grigorievskaya-pristan/";"Замена проводки в частном доме";"Григорьевская пристань";"28";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-toru-aygyr/";"Замена проводки в частном доме";"Тору-Айгыр";"28";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-kodzhoyar/";"Замена проводки в частном доме";"Коджояр";"29";"400";"52000";"138000"
"https://uslugi-electrica-cholpon-ata-issyk-kol.pages.dev/zamena-provodki-dome-v-ananevo/";"Замена проводки в частном доме";"Ананьево";"33";"500";"52000";"138000"
